"","X.2","X.1","X","id","year","date_start","conflict_name","dyad_name","longitude","latitude","where_prec","priogrid_gid","country","country_id","deaths_a","deaths_b","deaths_civilians","deaths_unknown","side_a_new_id","side_a","side_a_relevant","side_b_new_id","side_b","side_b_relevant","deaths_battle","deaths_total","event_relevant","event_civilians","event_community","event_rel_out"
"32",32,32,32,15981,2010,"2010-12-29","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.160274,11.84644,1,146547,"Nigeria",475,3,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,3,3,1,0,0,0
"33",33,33,33,15984,2009,"2009-07-26","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",14.21731,12.37066,1,147269,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"34",34,34,34,15997,2010,"2010-10-24","Boje - Nsadop","Boje - Nsadop",8.75981,6.32438,1,138618,"Nigeria",475,0,0,0,15,1094,"Boje",NA,1095,"Nsadop",NA,0,15,0,0,0,0
"35",35,35,35,16072,2009,"2009-02-21","Greenlanders - NDV","Greenlanders - NDV",6.05926,5.33141,1,137173,"Nigeria",475,0,0,0,13,1173,"Greenlanders",NA,657,"NDV",NA,0,13,0,0,0,0
"36",36,36,36,16144,2009,"2009-06-20","Government of Nigeria - Civilians","Government of Nigeria - Civilians",5.75,5.5167,1,137892,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,1,0,1,0,0
"37",37,37,37,16145,2009,"2009-02-24","Government of Nigeria - Civilians","Government of Nigeria - Civilians",5.75,5.5167,1,137892,"Nigeria",475,0,0,3,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,3,0,1,0,0
"38",38,38,38,16207,2010,"2010-03-29","Ezilo - Ezza","Ezilo - Ezza",7.83583,6.42714,3,138616,"Nigeria",475,0,0,1,1,1134,"Ezilo",NA,1135,"Ezza",NA,0,2,0,0,0,0
"39",39,39,39,16208,2009,"2009-07-27","Ezilo - Ezza","Ezilo - Ezza",7.83583,6.42714,3,138616,"Nigeria",475,0,0,0,12,1134,"Ezilo",NA,1135,"Ezza",NA,0,12,0,0,0,0
"40",40,40,40,16210,2009,"2009-04-26","Ezilo - Ezza","Ezilo - Ezza",7.7926,6.4277,1,138616,"Nigeria",475,0,0,0,2,1134,"Ezilo",NA,1135,"Ezza",NA,0,2,0,0,0,0
"41",41,41,41,16211,2010,"2010-03-20","Ezilo - Ezza","Ezilo - Ezza",7.83583,6.42714,3,138616,"Nigeria",475,0,0,0,10,1134,"Ezilo",NA,1135,"Ezza",NA,0,10,0,0,0,0
"42",42,42,42,16212,2010,"2010-02-13","Ezilo - Ezza","Ezilo - Ezza",7.83583,6.42714,3,138616,"Nigeria",475,0,0,0,10,1134,"Ezilo",NA,1135,"Ezza",NA,0,10,0,0,0,0
"43",43,43,43,16229,2010,"2010-10-21","Black Axe - Maphite","Black Axe - Maphite",6.139003,6.742063,1,139333,"Nigeria",475,0,0,0,11,3107,"Black Axe",NA,3116,"Maphite",NA,0,11,0,0,0,0
"44",44,44,44,16236,2010,"2010-09-26","Black Axe - Maphite","Black Axe - Maphite",6.266667,7.066667,1,140053,"Nigeria",475,0,0,0,3,3107,"Black Axe",NA,3116,"Maphite",NA,0,3,0,0,0,0
"45",45,45,45,16247,2009,"2009-03-01","Black Axe - Maphite","Black Axe - Maphite",5.627492,6.335045,1,138612,"Nigeria",475,0,0,0,15,3107,"Black Axe",NA,3116,"Maphite",NA,0,15,0,0,0,0
"46",46,46,46,16249,2009,"2009-02-23","Black Axe - Eyie","Black Axe - Eyie",5.627492,6.335045,1,138612,"Nigeria",475,0,0,0,8,3107,"Black Axe",NA,3108,"Eyie",NA,0,8,0,0,0,0
"47",47,47,47,16264,2010,"2010-05-14","Black Axe - Eyie","Black Axe - Eyie",5.588268,6.491994,1,138612,"Nigeria",475,0,0,0,13,3107,"Black Axe",NA,3108,"Eyie",NA,0,13,0,0,0,0
"48",48,48,48,16299,2009,"2009-05-15","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.5851,6.4762,1,138616,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,1,0,1,0,0
"49",49,49,49,16373,2010,"2010-04-18","Birom - Fulani","Birom - Fulani",8.14782,10.575977,1,145097,"Nigeria",475,0,6,0,0,589,"Birom",NA,607,"Fulani",NA,6,6,0,0,0,0
"50",50,50,50,16411,2009,"2009-07-27","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",8.84505,11.810671,1,146538,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,3,3,1,0,0,1
"51",51,51,51,16491,2010,"2010-06-30","Hausa - Yoruba","Hausa - Yoruba",3.364,6.44,3,138607,"Nigeria",475,0,0,0,1,608,"Hausa",NA,701,"Yoruba",NA,0,1,0,0,0,0
"52",52,52,52,16495,2009,"2009-10-10","Black Axe - Eyie","Black Axe - Eyie",3.5069,6.61526,1,139328,"Nigeria",475,0,0,0,2,3107,"Black Axe",NA,3108,"Eyie",NA,0,2,0,0,0,0
"53",53,53,53,16508,2009,"2009-10-30","Black Axe - Eyie","Black Axe - Eyie",3.382923,6.497892,1,138607,"Nigeria",475,0,0,0,3,3107,"Black Axe",NA,3108,"Eyie",NA,0,3,0,0,0,0
"54",54,54,54,16563,2009,"2009-12-18","Afor - Fulani","Afor - Fulani",7.99028,8.27611,1,141496,"Nigeria",475,0,0,0,32,1002,"Afor",NA,607,"Fulani",NA,0,32,0,0,0,0
"55",55,55,55,16569,2009,"2009-12-06","Afor - Fulani","Afor - Fulani",7.99028,8.27611,1,141496,"Nigeria",475,0,0,0,1,1002,"Afor",NA,607,"Fulani",NA,0,1,0,0,0,0
"56",56,56,56,16587,2009,"2009-01-27","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.15184,9.19085,3,142935,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,1,0,1,0,0
"57",57,57,57,16614,2010,"2010-02-23","Black Axe - Eyie","Black Axe - Eyie",3.915877,6.816093,1,139328,"Nigeria",475,0,1,0,0,3107,"Black Axe",NA,3108,"Eyie",NA,1,1,0,0,0,0
"58",58,58,58,16621,2010,"2010-03-15","Black Axe - Eyie","Black Axe - Eyie",3.66058,6.88436,3,139328,"Nigeria",475,0,0,0,5,3107,"Black Axe",NA,3108,"Eyie",NA,0,5,0,0,0,0
"59",59,59,59,16623,2010,"2010-03-17","Black Axe - Eyie","Black Axe - Eyie",3.66058,6.88436,3,139328,"Nigeria",475,0,0,0,1,3107,"Black Axe",NA,3108,"Eyie",NA,0,1,0,0,0,0
"60",60,60,60,16627,2010,"2010-03-14","Black Axe - Eyie","Black Axe - Eyie",3.66058,6.88436,3,139328,"Nigeria",475,0,0,0,1,3107,"Black Axe",NA,3108,"Eyie",NA,0,1,0,0,0,0
"61",61,61,61,16721,2010,"2010-01-17","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",9.75,9.166667,4,142940,"Nigeria",475,0,0,0,10,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,0,10,0,0,1,0
"62",62,62,62,16725,2010,"2010-05-22","Birom - Fulani","Birom - Fulani",8.9344,9.54969,3,143658,"Nigeria",475,0,3,0,0,589,"Birom",NA,607,"Fulani",NA,3,3,0,0,0,0
"63",63,63,63,16729,2010,"2010-04-14","Birom - Fulani","Birom - Fulani",8.949358,9.665247,1,143658,"Nigeria",475,1,0,0,0,589,"Birom",NA,607,"Fulani",NA,1,1,0,0,0,0
"64",64,64,64,16732,2010,"2010-08-07","Birom - Fulani","Birom - Fulani",8.98333,9.71667,1,143658,"Nigeria",475,0,0,0,1,589,"Birom",NA,607,"Fulani",NA,0,1,0,0,0,0
"65",65,65,65,16733,2010,"2010-01-17","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.83333,9.83333,1,143658,"Nigeria",475,0,0,0,51,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,0,51,0,0,1,0
"66",66,66,66,16737,2010,"2010-07-17","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.733333,10.083333,3,144378,"Nigeria",475,8,0,0,0,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,8,8,0,0,1,0
"67",67,67,67,16742,2010,"2010-11-21","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.83333,9.83333,1,143658,"Nigeria",475,0,1,0,0,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,1,1,0,0,1,0
"68",68,68,68,16744,2010,"2010-12-24","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",8.9,9.916667,1,143658,"Nigeria",475,0,0,80,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,80,0,1,0,0
"69",69,69,69,16749,2010,"2010-01-18","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.9,9.916667,1,143658,"Nigeria",475,0,0,0,14,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,0,14,0,0,1,0
"70",70,70,70,16753,2010,"2010-04-24","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.9,9.916667,1,143658,"Nigeria",475,0,1,0,0,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,1,1,0,0,1,0
"71",71,71,71,16761,2010,"2010-01-17","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.9,9.916667,1,143658,"Nigeria",475,0,0,0,12,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,0,12,0,0,1,0
"72",72,72,72,16768,2010,"2010-01-19","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.866667,9.8,1,143658,"Nigeria",475,0,0,0,5,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,0,5,0,0,1,0
"73",73,73,73,16777,2010,"2010-02-19","Birom - Fulani","Birom - Fulani",8.85,9.716667,1,143658,"Nigeria",475,0,4,0,0,589,"Birom",NA,607,"Fulani",NA,4,4,0,0,0,0
"74",74,74,74,16778,2010,"2010-04-19","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.760619,9.637344,1,143658,"Nigeria",475,5,0,0,0,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,5,5,0,0,1,0
"75",75,75,75,16792,2010,"2010-04-20","Birom - Fulani","Birom - Fulani",8.68476,9.56796,3,143658,"Nigeria",475,0,0,0,7,589,"Birom",NA,607,"Fulani",NA,0,7,0,0,0,0
"76",76,76,76,16793,2010,"2010-03-17","Birom - Fulani","Birom - Fulani",8.68476,9.56796,3,143658,"Nigeria",475,13,0,0,0,589,"Birom",NA,607,"Fulani",NA,13,13,0,0,0,0
"77",77,77,77,16833,2009,"2009-05-03","Deebam - Deewell","Deebam - Deewell",7.013404,4.777423,1,136455,"Nigeria",475,0,0,0,2,1167,"Deebam",NA,1168,"Deewell",NA,0,2,0,0,0,0
"78",78,78,78,16835,2009,"2009-05-06","Deebam - Deewell","Deebam - Deewell",7.013404,4.777423,1,136455,"Nigeria",475,1,0,0,0,1167,"Deebam",NA,1168,"Deewell",NA,1,1,0,0,0,0
"79",79,79,79,16883,2009,"2009-10-12","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.013404,4.777423,1,136455,"Nigeria",475,0,0,6,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,6,0,1,0,0
"80",80,80,80,16888,2009,"2009-07-22","Greenlanders - NDV","Greenlanders - NDV",7.013404,4.777423,1,136455,"Nigeria",475,0,0,0,4,1173,"Greenlanders",NA,657,"NDV",NA,0,4,0,0,0,0
"81",81,81,81,17027,2009,"2009-07-24","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.054444,4.990833,3,136455,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,1,0,1,0,0
"82",82,82,82,17036,2010,"2010-04-13","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.27407,4.66934,2,136455,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,1,0,1,0,0
"83",83,83,83,17071,2009,"2009-07-24","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.05255,4.874856,1,136455,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,1,0,1,0,0
"84",84,84,84,17116,2010,"2010-02-08","Deebam - Deewell","Deebam - Deewell",6.96919,4.73292,3,136454,"Nigeria",475,0,0,0,1,1167,"Deebam",NA,1168,"Deewell",NA,0,1,0,0,0,0
"85",85,85,85,17161,2009,"2009-07-26","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.5,12,4,147264,"Nigeria",475,2,10,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,12,12,1,0,0,0
"86",86,86,86,17166,2010,"2010-10-24","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.684809,10.936778,1,145104,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"87",87,87,87,17167,2009,"2009-07-26","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.0694,11.7091,1,146543,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"88",88,88,88,17168,2009,"2009-07-29","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.0694,11.7091,2,146543,"Nigeria",475,0,0,0,43,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,43,1,0,0,0
"89",89,89,89,17177,2010,"2010-08-08","Supporters of ANPP - Supporters of PDP","Supporters of ANPP - Supporters of PDP",6.661348,12.162784,2,147254,"Nigeria",475,0,0,0,3,580,"Supporters of ANPP",NA,668,"Supporters of PDP",NA,0,3,0,0,0,0
"90",90,90,90,41170,2012,"2012-06-14","Mauritania:Government","Government of Mauritania - GSPC",7.5,18.5,3,156616,"Niger",436,1,0,0,0,74,"Government of Mauritania",NA,539,"GSPC",NA,1,1,0,0,0,0
"91",91,91,91,41242,2011,"2011-12-07","Government of Cameroon - Civilians","Government of Cameroon - Civilians",8.043152,5.048325,1,137177,"Nigeria",475,0,0,3,0,83,"Government of Cameroon",1,1,"Civilians",NA,0,3,0,1,0,0
"92",92,92,92,41261,2012,"2012-02-07","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",8.513807,11.994354,1,146538,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,3,3,1,0,0,0
"93",93,93,93,41262,2012,"2012-02-19","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",7.75,10.333333,4,144376,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,1,1,0,0,0
"94",94,94,94,41263,2012,"2012-08-31","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.160274,11.84644,1,146547,"Nigeria",475,2,5,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,7,7,1,0,0,0
"95",95,95,95,41264,2012,"2012-04-09","Birom - Fulani","Birom - Fulani",8.90222,9.93936,3,143658,"Nigeria",475,1,0,0,0,589,"Birom",NA,607,"Fulani",NA,1,1,0,0,0,0
"96",96,96,96,41268,2012,"2012-11-06","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.0482,12.871,1,147983,"Nigeria",475,0,4,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4,4,1,0,0,0
"97",97,97,97,41269,2012,"2012-04-09","Birom - Fulani","Birom - Fulani",8.7,9.51667,1,143658,"Nigeria",475,1,0,0,0,589,"Birom",NA,607,"Fulani",NA,1,1,0,0,0,0
"98",98,98,98,41270,2012,"2012-06-10","Fulani - Bwatiye","Fulani - Bwatiye",10.883333,9.2,3,142942,"Nigeria",475,3,0,0,0,607,"Fulani",NA,3103,"Bwatiye",NA,3,3,0,0,0,0
"99",99,99,99,41272,2012,"2012-03-30","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13,11.5,4,146547,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"100",100,100,100,41274,2011,"2011-07-27","Black Axe - Eyie","Black Axe - Eyie",3.5069,6.61526,1,139328,"Nigeria",475,0,0,0,3,3107,"Black Axe",NA,3108,"Eyie",NA,0,3,0,0,0,0
"101",101,101,101,41291,2012,"2012-04-09","Birom - Fulani","Birom - Fulani",8.9344,9.54969,3,143658,"Nigeria",475,1,0,0,0,589,"Birom",NA,607,"Fulani",NA,1,1,0,0,0,0
"102",102,102,102,41293,2012,"2012-03-30","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",8.513807,11.994354,1,146538,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"103",103,103,103,41297,2012,"2012-03-02","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.15166,11.83537,3,146547,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"104",104,104,104,41298,2012,"2012-05-28","Hausa - Sayawa","Hausa - Sayawa",9.615457,9.632323,3,143660,"Nigeria",475,3,0,0,0,608,"Hausa",NA,1140,"Sayawa",NA,3,3,0,0,0,0
"105",105,105,105,41300,2011,"2011-02-07","Black Axe - Eyie","Black Axe - Eyie",3.99122,6.55727,3,139328,"Nigeria",475,0,0,1,0,3107,"Black Axe",NA,3108,"Eyie",NA,0,1,0,0,0,0
"106",106,106,106,41303,2012,"2012-04-09","Birom - Fulani","Birom - Fulani",9.75,9.166667,4,142940,"Nigeria",475,1,0,0,0,589,"Birom",NA,607,"Fulani",NA,1,1,0,0,0,0
"107",107,107,107,41304,2012,"2012-03-15","Hausa - Yoruba","Hausa - Yoruba",3.395833,6.453056,1,138607,"Nigeria",475,0,1,0,0,608,"Hausa",NA,701,"Yoruba",NA,1,1,0,0,0,0
"108",108,108,108,41306,2012,"2012-04-01","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",7.504,10.781,3,145096,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"109",109,109,109,41308,2011,"2011-04-12","Black Axe - Eyie","Black Axe - Eyie",3.55167,6.62641,3,139328,"Nigeria",475,0,0,0,2,3107,"Black Axe",NA,3108,"Eyie",NA,0,2,0,0,0,0
"110",110,110,110,41309,2012,"2012-01-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.9608,11.747,1,146544,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"111",111,111,111,41310,2012,"2012-01-06","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",11.0694,11.7091,1,146543,"Nigeria",475,0,0,0,2,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,2,1,0,0,0
"112",112,112,112,41315,2012,"2012-01-05","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.160274,11.84644,1,146547,"Nigeria",475,0,4,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4,4,1,0,0,0
"113",113,113,113,41316,2012,"2012-03-17","Hausa - Yoruba","Hausa - Yoruba",3.395833,6.453056,1,138607,"Nigeria",475,0,0,0,2,608,"Hausa",NA,701,"Yoruba",NA,0,2,0,0,0,0
"114",114,114,114,41317,2012,"2012-04-11","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",7.43828,10.52224,2,145095,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"115",115,115,115,41321,2012,"2012-01-08","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.160274,11.84644,1,146547,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,1,1,0,0,0
"116",116,116,116,41324,2012,"2012-10-13","Birom - Fulani","Birom - Fulani",8.68476,9.56796,3,143658,"Nigeria",475,0,0,0,2,589,"Birom",NA,607,"Fulani",NA,0,2,0,0,0,0
"117",117,117,117,41325,2011,"2011-10-27","Black Axe - Eyie","Black Axe - Eyie",3.89387,6.82292,3,139328,"Nigeria",475,0,1,0,0,3107,"Black Axe",NA,3108,"Eyie",NA,1,1,0,0,0,0
"118",118,118,118,41326,2012,"2012-06-04","Hausa - Yoruba","Hausa - Yoruba",3.395833,6.453056,1,138607,"Nigeria",475,0,0,0,13,608,"Hausa",NA,701,"Yoruba",NA,0,13,0,0,0,0
"119",119,119,119,41332,2012,"2012-10-13","Birom - Fulani","Birom - Fulani",8.733086,9.44945,2,142938,"Nigeria",475,0,0,0,2,589,"Birom",NA,607,"Fulani",NA,0,2,0,0,0,0
"120",120,120,120,41335,2012,"2012-04-18","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.160274,11.84644,1,146547,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"121",121,121,121,41347,2012,"2012-03-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.5,9.333333,4,142946,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"122",122,122,122,41351,2012,"2012-02-28","Fulani - Tiv","Fulani - Tiv",9.92906,7.51344,1,140780,"Nigeria",475,0,2,0,0,607,"Fulani",NA,1032,"Tiv",NA,2,2,0,0,0,0
"123",123,123,123,41353,2012,"2012-02-09","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.160274,11.84644,1,146547,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"124",124,124,124,41354,2012,"2012-04-27","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.160274,11.84644,1,146547,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"125",125,125,125,41357,2012,"2012-01-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.19458,10.61285,1,145105,"Nigeria",475,1,0,1,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,2,1,0,0,0
"126",126,126,126,41358,2012,"2012-01-17","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.160274,11.84644,1,146547,"Nigeria",475,2,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,2,2,1,0,0,0
"127",127,127,127,41363,2012,"2012-02-28","Fulani - Tiv","Fulani - Tiv",10.04478,7.41158,3,140061,"Nigeria",475,1,0,0,0,607,"Fulani",NA,1032,"Tiv",NA,1,1,0,0,0,0
"128",128,128,128,41367,2012,"2012-02-16","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",11.9304,12.897,1,147984,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"129",129,129,129,41369,2012,"2012-04-01","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.160274,11.84644,1,146547,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,2,2,1,0,0,0
"130",130,130,130,41370,2012,"2012-03-07","Birom - Fulani","Birom - Fulani",8.68476,9.56796,3,143658,"Nigeria",475,2,0,0,0,589,"Birom",NA,607,"Fulani",NA,2,2,0,0,0,0
"131",131,131,131,41371,2012,"2012-03-07","Birom - Fulani","Birom - Fulani",8.68476,9.56796,3,143658,"Nigeria",475,2,0,0,0,589,"Birom",NA,607,"Fulani",NA,2,2,0,0,0,0
"132",132,132,132,41377,2012,"2012-02-22","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.15166,11.83537,3,146547,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"133",133,133,133,41378,2012,"2012-02-23","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",11.9608,11.747,1,146544,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"134",134,134,134,41379,2012,"2012-05-23","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",11.15721,11.71064,3,146543,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
